Ticket ID,Ticket name,Ticket status,Create date,Ticket owner,Source,Category,Company ID,Amount,Customer Type,Duration being a customer (years),Status
2341,CLB,Closed,02/11/2020,Rob,Web,Delivery Error,943377136,8967,Two,3,Customer
2342,CLC,Closed,02/11/2020,Rob,Web,Delivery Error,943377136,8967,Two,3,Customer
2343,CLD,Closed,02/11/2020,Rob,Web,Delivery Error,943377136,8967,Two,3,Customer
2344,CLE,Closed,30/10/2020,Rob,Web,Page Update,943377136,8967,Two,3,Customer
2345,CLF,Closed,28/10/2020,Rob,Web,Page Update,943377136,8967,Two,3,Customer
2346,CLG,Closed,27/10/2020,Rob,Email,Page Adding,943377136,8967,Two,3,Customer
2347,CLH,Closed,23/10/2020,Rob,Email,Page Adding,943377136,8967,Two,3,Customer
2348,CLI,Closed,12/10/2020,Rob,Web,Page Adding,943377136,8967,Two,3,Customer
2349,CLJ,Closed,08/10/2020,Rob,Web,General,943377136,8967,Two,3,Customer
2350,CLK,Closed,07/10/2020,Rob,Web,Page Update,943377136,8967,Two,3,Customer
2351,CLL,Closed,07/10/2020,Rob,Web,General,943377136,8967,Two,3,Customer
2352,CLM,Closed,06/10/2020,Rob,Web,Delivery Error,943377136,8967,Two,3,Customer
2353,CLN,Closed,06/10/2020,Rob,Web,General,943377136,8967,Two,3,Customer
2354,CLO,Closed,06/10/2020,Rob,Web,General,943377136,8967,Two,3,Customer
2355,CLP,Closed,06/10/2020,Rob,Web,General,943377136,8967,Two,3,Customer
2356,CLQ,Closed,06/10/2020,Rob,Web,General,943377136,8967,Two,3,Customer
2357,CLR,Closed,06/10/2020,Rob,Web,General,943377136,8967,Two,3,Customer
2358,CLS,Closed,18/09/2020,Rob,Web,Page Update,943377136,8967,Two,3,Customer
2359,CLT,Closed,16/09/2020,Rob,Web,Information Request,943377136,8967,Two,3,Customer
2360,CLU,Closed,08/09/2020,Rob,Web,Page Adding,943377136,8967,Two,3,Customer
2361,CLV,Closed,03/09/2020,Rob,Web,Page Update,943377136,8967,Two,3,Customer
2362,CLW,Closed,02/09/2020,Tony,Web,Page Update,943377136,8967,Two,3,Customer
2363,CLX,Closed,02/09/2020,Rob,Web,Page Update,943377136,8967,Two,3,Customer
2364,CLY,Closed,02/09/2020,Rob,Web,Page Adding,943377136,8967,Two,3,Customer
2365,CLZ,Closed,02/09/2020,Rob,Web,Page Adding,943377136,8967,Two,3,Customer
2366,CMA,Closed,01/09/2020,Rob,Web,Page Update,943377136,8967,Two,3,Customer
2367,CMB,Closed,01/09/2020,Rob,Web,Delivery Error,943377136,8967,Two,3,Customer
2368,CMC,Closed,01/09/2020,Rob,Web,Page Adding,943377136,8967,Two,3,Customer
2369,CMD,Closed,31/08/2020,Tony,Web,Page Adding,943377136,8967,Two,3,Customer
2370,CME,Closed,17/08/2020,Rob,Web,Page Update,943377136,8967,Two,3,Customer
2371,CMF,Closed,05/08/2020,Rob,Email,Page Adding,943377136,8967,Two,3,Customer
2372,CMG,Closed,28/07/2020,Shane,Email,,943377136,8967,Two,3,Customer
2373,CMH,Closed,27/07/2020,Tony,Web,,943377136,8967,Two,3,Customer
2374,CMI,Closed,24/07/2020,Rob,Web,Delivery Error,943377136,8967,Two,3,Customer
2375,CMJ,Closed,24/07/2020,Rob,Web,Page Update,943377136,8967,Two,3,Customer
2376,CMK,Closed,24/07/2020,Rob,Web,Page Update,943377136,8967,Two,3,Customer
2377,CML,Closed,15/07/2020,Rob,Email,General,943377136,8967,Two,3,Customer
2378,CMM,Closed,13/07/2020,Rob,Email,,943377136,8967,Two,3,Customer
2379,CMN,Closed,09/07/2020,Rob,Web,Page Update,943377136,8967,Two,3,Customer
2380,CMO,Closed,08/07/2020,Rob,Web,Page Update,943377136,8967,Two,3,Customer
2381,CMP,Closed,29/06/2020,Bill,Web,Page Update,943377136,8967,Two,3,Customer
2382,CMQ,Closed,29/06/2020,Bill,Web,General,943377136,8967,Two,3,Customer
2383,CMR,Closed,15/06/2020,Bill,Email,,943377136,8967,Two,3,Customer
22,W,Closed,19/05/2020,Bill,Email,,919060696,4831,Three,2,Customer
23,X,Closed,19/05/2020,Bill,Email,,919060696,4831,Three,2,Customer
24,Y,Closed,07/05/2020,Bill,Email,,919060696,4831,Three,2,Customer
1261,AVN,Closed,16/11/2020,Rob,Email,Page Adding,919060696,4831,Three,2,Customer
1262,AVO,Closed,02/10/2020,Rob,Web,Page Adding,919060696,4831,Three,2,Customer
1263,AVP,Closed,09/09/2020,Rob,Email,Page Adding,919060696,4831,Three,2,Customer
1264,AVQ,Closed,19/08/2020,Rob,Email,Page Adding,919060696,4831,Three,2,Customer
1265,AVR,Closed,31/07/2020,Shane,Email,,919060696,4831,Three,2,Customer
1266,AVS,Closed,15/07/2020,Rob,Web,Page Adding,919060696,4831,Three,2,Customer
1267,AVT,Closed,03/07/2020,Rob,Email,Page Adding,919060696,4831,Three,2,Customer
1363,AZL,Closed,29/10/2020,Rob,Email,General,918925922,5368,Two,5,Customer
1364,AZM,Closed,14/05/2020,Bill,Email,,918925922,5368,Two,5,Customer
708,AAG,Closed,11/12/2020,James,Web,,918925969,5876,Two,4,Customer
1717,BNB,Closed,05/08/2020,Rob,Email,General,918925976,5368,Three,2,Customer
1718,BNC,Closed,23/06/2020,Bill,Email,,918925976,5368,Three,2,Customer
3483,ECZ,Closed,30/06/2020,Bill,Email,Page Adding,2082956133,904,One,0,Prospect
3484,EDA,Closed,16/06/2020,Bill,Email,,2082956133,904,One,0,Prospect
543,TX,Closed,22/05/2020,Bill,Email,,943377112,2328,One,3,Customer
1719,BND,Closed,14/12/2020,Tony,Email,Other,3275955605,5650,Two,1,Customer
1720,BNE,Closed,29/09/2020,Rob,Web,Page Update,3275955605,5650,Two,1,Customer
1721,BNF,Closed,08/12/2020,Rob,Email,,918926217,4238,Three,1,Customer
1722,BNG,Closed,17/07/2020,Rob,Email,Page Update,918926784,2825,One,1,Customer
210,HC,Closed,01/05/2020,Bill,Email,,943377109,5763,Two,3,Customer
2115,CCJ,Closed,02/12/2020,Rob,Web,Page Update,943377109,5763,Two,3,Customer
138,EI,Closed,28/05/2020,Bill,Email,,942625689,10396,Two,4,Customer
139,EJ,Closed,28/04/2020,Bill,Email,,942625689,10396,Two,4,Customer
140,EK,Closed,27/04/2020,Bill,Email,,942625689,10396,Two,4,Customer
141,EL,Closed,27/04/2020,Bill,Email,,942625689,10396,Two,4,Customer
1863,BSR,Closed,03/11/2020,Rob,Web,General,942625689,10396,Two,4,Customer
1864,BSS,Closed,16/07/2020,Rob,Web,Page Update,942625689,10396,Two,4,Customer
1865,BST,Closed,30/06/2020,Bill,Email,Page Update,942625689,10396,Two,4,Customer
1866,BSU,Closed,22/06/2020,Bill,Email,,942625689,10396,Two,4,Customer
2029,BZB,Closed,04/06/2020,Bill,Email,,943214479,10068,Two,5,Customer
2030,BZC,Closed,19/05/2020,Bill,Email,,943214479,10068,Two,5,Customer
264,JE,Closed,27/10/2020,Rob,Email,Delivery Error,943377269,3390,One,3,Customer
544,TY,Closed,15/09/2020,Rob,Email,,943377269,3390,One,3,Customer
545,TZ,Closed,10/08/2020,Rob,Email,Page Adding,943377269,3390,One,3,Customer
546,UA,Closed,30/07/2020,Shane,Email,,943377269,3390,One,3,Customer
547,UB,Closed,29/07/2020,Steve,Email,,943377269,3390,One,3,Customer
548,UC,Closed,15/07/2020,Rob,Email,Page Update,943377269,3390,One,3,Customer
549,UD,Closed,25/06/2020,Rob,Email,Page Adding,943377269,3390,One,3,Customer
550,UE,Closed,06/05/2020,Bill,Email,,943377269,3390,One,3,Customer
551,UF,Closed,04/05/2020,Bill,Email,,943377269,3390,One,3,Customer
552,UG,Closed,16/07/2020,Rob,Email,Page Update,943377269,3390,One,3,Customer
2537,CSP,Closed,18/01/2021,Rob,Email,Page Adding,943377269,3390,One,3,Customer
2538,CSQ,Closed,15/01/2021,Rob,Email,Page Update,943377269,3390,One,3,Customer
2539,CSR,Closed,13/01/2021,Rob,Email,Page Adding,943377269,3390,One,3,Customer
2540,CSS,Closed,13/01/2021,Rob,Email,Page Adding,943377269,3390,One,3,Customer
2541,CST,Closed,07/01/2021,Rob,Email,Page Adding,943377269,3390,One,3,Customer
2542,CSU,Closed,05/01/2021,James,Email,,943377269,3390,One,3,Customer
2543,CSV,Closed,02/12/2020,Rob,Email,Page Adding,943377269,3390,One,3,Customer
2544,CSW,Closed,27/10/2020,Rob,Email,General,943377269,3390,One,3,Customer
2545,CSX,Closed,26/10/2020,Rob,Email,Page Adding,943377269,3390,One,3,Customer
2546,CSY,Closed,07/09/2020,Rob,Email,Page Adding,943377269,3390,One,3,Customer
2547,CSZ,Closed,24/08/2020,Rob,Email,Delivery Error,943377269,3390,One,3,Customer
2548,CTA,Closed,22/05/2020,Bill,Email,,943377269,3390,One,3,Customer
2549,CTB,Closed,21/05/2020,Bill,Email,,943377269,3390,One,3,Customer
2550,CTC,Closed,21/05/2020,Bill,Email,,943377269,3390,One,3,Customer
2551,CTD,Closed,14/05/2020,Bill,Email,,943377269,3390,One,3,Customer
2552,CTE,Closed,03/05/2020,Bill,Email,,943377269,3390,One,3,Customer
1971,BWV,Closed,07/01/2021,Rob,Web,,942625821,5763,Three,6,Customer
1972,BWW,Closed,17/09/2020,Rob,Web,Page Update,942625821,5763,Three,6,Customer
1973,BWX,Closed,03/08/2020,Rob,Web,Page Adding,942625821,5763,Three,6,Customer
1974,BWY,Closed,21/05/2020,Bill,Email,,942625821,5763,Three,6,Customer
4016,EXM,Closed,16/01/2021,James,Web,,5134274581,2486,One,0,Prospect
885,AHB,Closed,08/01/2021,Rob,Email,General,918926623,4656,Three,2,Customer
886,AHC,Closed,05/01/2021,Rob,Email,,918926623,4656,Three,2,Customer
246,IM,Closed,12/05/2020,Bill,Email,,943377132,5936,Two,5,Customer
247,IN,Closed,29/04/2020,Bill,Email,,943377132,5936,Two,5,Customer
2263,CIB,Closed,07/01/2021,Rob,Web,Page Update,943377132,5936,Two,5,Customer
2264,CIC,Closed,23/11/2020,James,Web,,943377132,5936,Two,5,Customer
2265,CID,Closed,10/11/2020,Rob,Web,Page Update,943377132,5936,Two,5,Customer
2266,CIE,Closed,10/11/2020,Rob,Web,Page Update,943377132,5936,Two,5,Customer
2267,CIF,Closed,10/11/2020,Rob,Web,General,943377132,5936,Two,5,Customer
2268,CIG,Closed,23/10/2020,Rob,Web,General,943377132,5936,Two,5,Customer
2269,CIH,Closed,25/09/2020,Rob,Web,,943377132,5936,Two,5,Customer
2270,CII,Closed,25/09/2020,Rob,Web,Page Update,943377132,5936,Two,5,Customer
2271,CIJ,Closed,14/09/2020,Rob,Web,Page Update,943377132,5936,Two,5,Customer
2272,CIK,Closed,02/09/2020,Rob,Web,Page Adding,943377132,5936,Two,5,Customer
2273,CIL,Closed,25/08/2020,Rob,Web,Page Update,943377132,5936,Two,5,Customer
2274,CIM,Closed,19/06/2020,Bill,Email,,943377132,5936,Two,5,Customer
2275,CIN,Closed,12/06/2020,Bill,Email,,943377132,5936,Two,5,Customer
2276,CIO,Closed,12/06/2020,Bill,Email,,943377132,5936,Two,5,Customer
2277,CIP,Closed,03/06/2020,Bill,Email,,943377132,5936,Two,5,Customer
1723,BNH,Closed,11/01/2021,Rob,Web,Page Update,918926648,9040,Two,1,Customer
1724,BNI,Closed,22/12/2020,Rob,Web,Page Adding,918926648,9040,Two,1,Customer
1725,BNJ,Closed,15/09/2020,Rob,Web,Page Adding,918926648,9040,Two,1,Customer
1726,BNK,Closed,16/09/2020,Rob,Email,Delivery Error,2530829607,3390,Three,1,Customer
1727,BNL,Closed,06/08/2020,Rob,Email,Delivery Error,2530829607,3390,Three,1,Customer
689,ZN,Closed,16/12/2020,Rob,Web,Page Update,918925824,5763,Three,2,Customer
690,ZO,Closed,16/12/2020,Rob,Web,Page Update,918925824,5763,Three,2,Customer
691,ZP,Closed,16/12/2020,Rob,Web,,918925824,5763,Three,2,Customer
692,ZQ,Closed,23/11/2020,James,Web,,918925824,5763,Three,2,Customer
693,ZR,Closed,09/10/2020,Rob,Email,General,918925824,5763,Three,2,Customer
694,ZS,Closed,24/09/2020,Rob,Web,Page Adding,918925824,5763,Three,2,Customer
695,ZT,Closed,18/09/2020,Rob,Web,Page Adding,918925824,5763,Three,2,Customer
696,ZU,Closed,14/09/2020,Rob,Web,Page Update,918925824,5763,Three,2,Customer
2391,CMZ,Closed,10/08/2020,Rob,Web,Page Update,943377148,5821,Three,3,Customer
933,AIX,Closed,06/05/2020,Bill,Email,,918926929,5594,Three,0,Prospect
747,ABT,Closed,27/07/2020,Tony,Email,General,918926273,4240,Two,3,Customer
748,ABU,Closed,29/05/2020,Bill,Email,,918926273,4240,Two,3,Customer
749,ABV,Closed,26/05/2020,Bill,Email,,918926273,4240,Two,3,Customer
750,ABW,Closed,22/05/2020,Bill,Email,,918926273,4240,Two,3,Customer
1728,BNM,Closed,19/11/2020,Rob,Web,General,919061342,4520,Two,1,Customer
765,ACL,Closed,19/01/2021,Rob,Web,Page Adding,918926289,13899,Three,6,Customer
766,ACM,Closed,18/01/2021,Rob,Web,Page Update,918926289,13899,Three,6,Customer
767,ACN,Closed,15/01/2021,Rob,Web,Page Update,918926289,13899,Three,6,Customer
768,ACO,Closed,14/01/2021,Rob,Web,Page Adding,918926289,13899,Three,6,Customer
769,ACP,Closed,14/01/2021,Rob,Web,Page Update,918926289,13899,Three,6,Customer
770,ACQ,Closed,14/01/2021,Rob,Web,Page Adding,918926289,13899,Three,6,Customer
771,ACR,Closed,11/01/2021,Tony,Web,Page Update,918926289,13899,Three,6,Customer
772,ACS,Closed,07/01/2021,Rob,Web,General,918926289,13899,Three,6,Customer
773,ACT,Closed,18/12/2020,James,Web,,918926289,13899,Three,6,Customer
774,ACU,Closed,11/12/2020,James,Web,,918926289,13899,Three,6,Customer
775,ACV,Closed,11/12/2020,James,Web,,918926289,13899,Three,6,Customer
776,ACW,Closed,09/12/2020,James,Web,,918926289,13899,Three,6,Customer
777,ACX,Closed,01/12/2020,Rob,Web,Page Adding,918926289,13899,Three,6,Customer
778,ACY,Closed,01/12/2020,Rob,Web,Page Adding,918926289,13899,Three,6,Customer
779,ACZ,Closed,30/11/2020,Rob,Web,Page Adding,918926289,13899,Three,6,Customer
780,ADA,Closed,20/11/2020,James,Web,,918926289,13899,Three,6,Customer
781,ADB,Closed,20/11/2020,James,Web,,918926289,13899,Three,6,Customer
782,ADC,Closed,19/11/2020,Rob,Web,Page Adding,918926289,13899,Three,6,Customer
783,ADD,Closed,17/11/2020,Rob,Web,Page Adding,918926289,13899,Three,6,Customer
784,ADE,Closed,12/10/2020,Rob,Web,General,918926289,13899,Three,6,Customer
785,ADF,Closed,12/10/2020,Rob,Web,General,918926289,13899,Three,6,Customer
786,ADG,Closed,24/09/2020,Rob,Web,General,918926289,13899,Three,6,Customer
787,ADH,Closed,24/09/2020,Rob,Web,Page Update,918926289,13899,Three,6,Customer
788,ADI,Closed,23/09/2020,Rob,Web,General,918926289,13899,Three,6,Customer
789,ADJ,Closed,09/09/2020,Rob,Web,Page Update,918926289,13899,Three,6,Customer
790,ADK,Closed,09/09/2020,Rob,Web,Page Update,918926289,13899,Three,6,Customer
791,ADL,Closed,08/09/2020,Rob,Web,Page Update,918926289,13899,Three,6,Customer
792,ADM,Closed,03/09/2020,Rob,Web,Page Update,918926289,13899,Three,6,Customer
793,ADN,Closed,01/09/2020,Rob,Web,Page Adding,918926289,13899,Three,6,Customer
794,ADO,Closed,01/09/2020,Rob,Web,Page Adding,918926289,13899,Three,6,Customer
795,ADP,Closed,29/07/2020,Shane,Web,,918926289,13899,Three,6,Customer
796,ADQ,Closed,29/07/2020,Shane,Web,,918926289,13899,Three,6,Customer
797,ADR,Closed,29/07/2020,Shane,Web,,918926289,13899,Three,6,Customer
798,ADS,Closed,13/07/2020,Rob,Web,Delivery Error,918926289,13899,Three,6,Customer
799,ADT,Closed,02/07/2020,Rob,Web,Page Adding,918926289,13899,Three,6,Customer
800,ADU,Closed,29/06/2020,Bill,Web,,918926289,13899,Three,6,Customer
801,ADV,Closed,22/06/2020,Bill,Email,,918926289,13899,Three,6,Customer
802,ADW,Closed,16/06/2020,Bill,Email,Page Update,918926289,13899,Three,6,Customer
803,ADX,Closed,10/06/2020,Bill,Email,,918926289,13899,Three,6,Customer
804,ADY,Closed,01/06/2020,Bill,Email,,918926289,13899,Three,6,Customer
805,ADZ,Closed,28/05/2020,Bill,Email,,918926289,13899,Three,6,Customer
806,AEA,Closed,26/05/2020,Bill,Email,,918926289,13899,Three,6,Customer
807,AEB,Closed,19/05/2020,Bill,Email,,918926289,13899,Three,6,Customer
808,AEC,Closed,19/05/2020,Bill,Email,,918926289,13899,Three,6,Customer
809,AED,Closed,19/05/2020,Bill,Email,,918926289,13899,Three,6,Customer
810,AEE,Closed,06/05/2020,Bill,Email,,918926289,13899,Three,6,Customer
811,AEF,Closed,05/05/2020,Bill,Email,,918926289,13899,Three,6,Customer
812,AEG,Closed,04/06/2020,Bill,Email,,918926289,13899,Three,6,Customer
813,AEH,Closed,05/05/2020,Bill,Email,,918926289,13899,Three,6,Customer
743,ABP,Closed,08/06/2020,Bill,Email,,918926205,5763,Three,3,Customer
248,IO,Closed,05/06/2020,Bill,Email,,943377135,7272,Two,2,Customer
249,IP,Closed,03/06/2020,Bill,Email,,943377135,7272,Two,2,Customer
250,IQ,Closed,03/06/2020,Bill,Email,,943377135,7272,Two,2,Customer
251,IR,Closed,01/06/2020,Bill,Email,,943377135,7272,Two,2,Customer
252,IS,Closed,20/05/2020,Bill,Email,,943377135,7272,Two,2,Customer
253,IT,Closed,05/05/2020,Bill,Email,,943377135,7272,Two,2,Customer
254,IU,Closed,29/04/2020,Bill,Email,,943377135,7272,Two,2,Customer
2285,CIX,Closed,22/12/2020,Rob,Web,Page Adding,943377135,7272,Two,2,Customer
2286,CIY,Closed,02/12/2020,Rob,Web,Page Update,943377135,7272,Two,2,Customer
2287,CIZ,Closed,30/11/2020,Rob,Web,Delivery Error,943377135,7272,Two,2,Customer
2288,CJA,Closed,27/11/2020,Rob,Web,Page Update,943377135,7272,Two,2,Customer
2289,CJB,Closed,27/11/2020,Rob,Web,General,943377135,7272,Two,2,Customer
2290,CJC,Closed,16/11/2020,James,Web,,943377135,7272,Two,2,Customer
2291,CJD,Closed,16/11/2020,James,Web,,943377135,7272,Two,2,Customer
2292,CJE,Closed,03/11/2020,Rob,Web,Page Adding,943377135,7272,Two,2,Customer
2293,CJF,Closed,29/10/2020,Rob,Web,Page Adding,943377135,7272,Two,2,Customer
2294,CJG,Closed,28/10/2020,Rob,Web,Page Update,943377135,7272,Two,2,Customer
2295,CJH,Closed,27/10/2020,Rob,Web,Page Adding,943377135,7272,Two,2,Customer
2296,CJI,Closed,12/10/2020,Rob,Web,Page Update,943377135,7272,Two,2,Customer
2297,CJJ,Closed,08/10/2020,Rob,Web,General,943377135,7272,Two,2,Customer
2298,CJK,Closed,22/09/2020,Rob,Web,Page Update,943377135,7272,Two,2,Customer
2299,CJL,Closed,18/09/2020,Rob,Email,Page Adding,943377135,7272,Two,2,Customer
2300,CJM,Closed,11/09/2020,Rob,Email,General,943377135,7272,Two,2,Customer
2301,CJN,Closed,08/09/2020,Rob,Web,Page Adding,943377135,7272,Two,2,Customer
2302,CJO,Closed,07/09/2020,Rob,Email,Page Adding,943377135,7272,Two,2,Customer
2303,CJP,Closed,04/09/2020,Rob,Email,Page Adding,943377135,7272,Two,2,Customer
2304,CJQ,Closed,26/08/2020,Rob,Web,Page Update,943377135,7272,Two,2,Customer
2305,CJR,Closed,03/08/2020,Rob,Web,Page Update,943377135,7272,Two,2,Customer
2306,CJS,Closed,31/07/2020,Shane,Web,,943377135,7272,Two,2,Customer
2307,CJT,Closed,28/07/2020,Steve,Web,,943377135,7272,Two,2,Customer
2308,CJU,Closed,21/07/2020,Rob,Web,Page Adding,943377135,7272,Two,2,Customer
2309,CJV,Closed,17/07/2020,Rob,Web,Page Adding,943377135,7272,Two,2,Customer
2310,CJW,Closed,17/07/2020,Rob,Web,,943377135,7272,Two,2,Customer
2311,CJX,Closed,16/07/2020,Rob,Web,,943377135,7272,Two,2,Customer
2312,CJY,Closed,16/07/2020,Rob,Web,Page Adding,943377135,7272,Two,2,Customer
2313,CJZ,Closed,16/07/2020,Rob,Web,Page Adding,943377135,7272,Two,2,Customer
2314,CKA,Closed,15/07/2020,Rob,Web,Page Adding,943377135,7272,Two,2,Customer
2315,CKB,Closed,09/07/2020,Rob,Web,Page Update,943377135,7272,Two,2,Customer
2316,CKC,Closed,08/07/2020,Rob,Web,Page Adding,943377135,7272,Two,2,Customer
2317,CKD,Closed,08/07/2020,Rob,Web,Page Adding,943377135,7272,Two,2,Customer
2318,CKE,Closed,08/07/2020,Rob,Web,Page Adding,943377135,7272,Two,2,Customer
2319,CKF,Closed,08/07/2020,Rob,Web,Information Request,943377135,7272,Two,2,Customer
2320,CKG,Closed,08/07/2020,Rob,Web,General,943377135,7272,Two,2,Customer
2321,CKH,Closed,06/07/2020,Rob,Web,Page Adding,943377135,7272,Two,2,Customer
2322,CKI,Closed,29/06/2020,Bill,Web,Page Adding,943377135,7272,Two,2,Customer
2323,CKJ,Closed,25/06/2020,Rob,Email,Page Adding,943377135,7272,Two,2,Customer
2324,CKK,Closed,23/06/2020,Bill,Email,,943377135,7272,Two,2,Customer
2325,CKL,Closed,22/06/2020,Bill,Email,,943377135,7272,Two,2,Customer
2326,CKM,Closed,18/06/2020,Bill,Email,,943377135,7272,Two,2,Customer
524,TE,Closed,04/05/2020,Bill,Email,General,2559867601,2328,One,2,Customer
3938,EUM,Closed,22/12/2020,Rob,Web,Page Update,2559867601,2328,One,2,Customer
3939,EUN,Closed,02/09/2020,Rob,Web,General,2559867601,2328,One,2,Customer
3940,EUO,Closed,12/06/2020,Bill,Email,,2559867601,2328,One,2,Customer
119,DP,Closed,29/04/2020,Bill,Email,,2824097596,2260,One,1,Customer
1729,BNN,Closed,23/06/2020,Bill,Email,,2824097596,2260,One,1,Customer
1730,BNO,Closed,16/06/2020,Bill,Email,,2824097596,2260,One,1,Customer
185,GD,Closed,01/05/2020,Bill,Email,,942625877,5763,Three,3,Customer
186,GE,Closed,01/05/2020,Bill,Email,,942625877,5763,Three,3,Customer
1636,BJY,Closed,09/06/2020,Bill,Email,,919061870,6913,Three,2,Customer
120,DQ,Closed,18/05/2020,Bill,Email,,3256148661,5085,Three,1,Customer
1731,BNP,Closed,12/01/2021,Rob,Email,Page Adding,918927002,2712,Two,1,Customer
1732,BNQ,Closed,29/10/2020,Rob,Web,General,918927002,2712,Two,1,Customer
1733,BNR,Closed,22/10/2020,Rob,Web,General,918927002,2712,Two,1,Customer
1798,BQE,Closed,26/10/2020,Rob,Web,Page Update,942446434,5938,Two,4,Customer
1799,BQF,Closed,03/08/2020,Rob,Web,Page Update,942446434,5938,Two,4,Customer
1800,BQG,Closed,13/07/2020,Rob,Web,Page Update,942446434,5938,Two,4,Customer
1801,BQH,Closed,16/06/2020,Bill,Email,,942446434,5938,Two,4,Customer
891,AHH,Closed,23/06/2020,Bill,Email,,918926723,4803,Three,3,Customer
63,BL,Closed,27/05/2020,Bill,Email,,919061295,6780,Two,2,Customer
64,BM,Closed,29/04/2020,Bill,Email,,919061295,6780,Two,2,Customer
1493,BEL,Closed,17/09/2020,Rob,Web,Page Adding,919061295,6780,Two,2,Customer
1494,BEM,Closed,10/08/2020,Rob,Web,Page Adding,919061295,6780,Two,2,Customer
1495,BEN,Closed,23/06/2020,Bill,Email,,919061295,6780,Two,2,Customer
902,AHS,Closed,16/07/2020,Rob,Email,General,918926768,6215,Two,1,Customer
1269,AVV,Closed,28/09/2020,Rob,Web,General,919060853,11244,Two,5,Customer
970,AKI,Closed,06/01/2021,Rob,Email,,918927226,5096,Three,3,Customer
971,AKJ,Closed,23/09/2020,Rob,Email,Page Update,918927226,5096,Three,3,Customer
972,AKK,Closed,27/07/2020,Shane,Email,,918927226,5096,Three,3,Customer
973,AKL,Closed,13/07/2020,Tony,Email,Page Update,918927226,5096,Three,3,Customer
974,AKM,Closed,28/05/2020,Bill,Email,,918927226,5096,Three,3,Customer
975,AKN,Closed,15/05/2020,Bill,Email,,918927226,5096,Three,3,Customer
1734,BNS,Closed,27/07/2020,Shane,Email,,1115619641,6780,Three,1,Customer
3448,EBQ,Closed,19/11/2020,Rob,Email,General,1799955458,5594,Three,0,Prospect
1735,BNT,Closed,15/01/2021,Rob,Email,General,1115746951,4238,Two,1,Customer
121,DR,Closed,26/05/2020,Bill,Email,,3156518110,4520,Two,1,Customer
2517,CRV,Closed,15/09/2020,Rob,Email,General,943377202,5701,Two,0,Prospect
2518,CRW,Closed,23/06/2020,Bill,Email,,943377202,5701,Two,0,Prospect
2519,CRX,Closed,07/05/2020,Bill,Email,,943377202,5701,Two,0,Prospect
1967,BWR,Closed,18/11/2020,Rob,Web,Page Update,942625812,2520,One,5,Customer
1968,BWS,Closed,02/07/2020,Rob,Web,Page Update,942625812,2520,One,5,Customer
1969,BWT,Closed,02/07/2020,Rob,Web,Page Update,942625812,2520,One,5,Customer
1970,BWU,Closed,01/07/2020,Tony,Web,Page Update,942625812,2520,One,5,Customer
3865,ERR,Closed,25/05/2020,Bill,Email,,2530837191,2260,One,0,Prospect
3731,EMN,Closed,29/07/2020,Tony,Email,General,2493216799,5594,Three,0,Prospect
3463,ECF,Closed,16/07/2020,Rob,Email,,1875913130,5594,Two,0,Prospect
1736,BNU,Closed,29/06/2020,Bill,Web,Page Update,919060330,7910,Three,1,Customer
2009,BYH,Closed,21/12/2020,Rob,Web,General,942625892,2328,One,3,Customer
2010,BYI,Closed,26/08/2020,Rob,Web,Page Update,942625892,2328,One,3,Customer
738,ABK,Closed,04/01/2021,Rob,Web,Delivery Error,918926185,6509,Two,4,Customer
739,ABL,Closed,16/12/2020,Rob,Web,,918926185,6509,Two,4,Customer
740,ABM,Closed,10/09/2020,Rob,Web,Page Adding,918926185,6509,Two,4,Customer
741,ABN,Closed,15/06/2020,Bill,Email,,918926185,6509,Two,4,Customer
742,ABO,Closed,08/06/2020,Bill,Email,,918926185,6509,Two,4,Customer
1367,AZP,Closed,21/05/2020,Bill,Email,Page Adding,919061405,2260,One,0,Prospect
1368,AZQ,Closed,29/04/2020,Bill,Email,,919061405,2260,One,0,Prospect
1369,AZR,Closed,29/04/2020,Bill,Email,,919061405,2260,One,0,Prospect
1815,BQV,Closed,04/01/2021,Rob,Web,Page Update,942625639,5876,Three,5,Customer
4005,EXB,Closed,19/08/2020,Tony,Web,Page Update,4333378090,6215,Two,0,Prospect
515,SV,Closed,21/05/2020,Bill,Email,,2559683857,7904,Three,2,Customer
3906,ETG,Closed,22/10/2020,Rob,Web,Page Adding,2559683857,7904,Three,2,Customer
3907,ETH,Closed,05/10/2020,Rob,Web,Page Adding,2559683857,7904,Three,2,Customer
3908,ETI,Closed,14/09/2020,Rob,Web,Page Adding,2559683857,7904,Three,2,Customer
3909,ETJ,Closed,21/05/2020,Bill,Email,,2559683857,7904,Three,2,Customer
512,SS,Closed,22/05/2020,Bill,Email,,2530869281,5964,Two,5,Customer
3891,ESR,Closed,04/11/2020,Rob,Web,Page Update,2530869281,5964,Two,5,Customer
3892,ESS,Closed,05/10/2020,Rob,Web,Page Update,2530869281,5964,Two,5,Customer
3893,EST,Closed,02/07/2020,Bill,Web,Page Adding,2530869281,5964,Two,5,Customer
841,AFJ,Closed,29/09/2020,Rob,Web,General,918926372,7345,Three,1,Customer
842,AFK,Closed,17/09/2020,Rob,Web,General,918926372,7345,Three,1,Customer
843,AFL,Closed,15/09/2020,Rob,Web,Page Adding,918926372,7345,Three,1,Customer
